,REVIEW,LABEL_SEAT,LABEL_BED,LABEL_IFE,LABEL_FOOD,LABEL_NOISE,LABEL_TEMPERATURE,LABEL_HUMIDITY,LABEL_CABIN CREW,LABEL_LAVATORY SPACE,LABEL_PRICE,LABEL_LOST BAGGAGE,LABEL_CHECK IN,LABEL_PUNCTUALITY,LABEL_ATTRACTIVE AIRCRAFT,LABEL_SAV,LABEL_BOARDING,LABEL_GENERAL
60, Points négatifs : Horrible food ,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61, Points positifs : Everything went well.Points négatifs : The food. ,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62," Points négatifs : The crew is not nice and rude. 
The checkin counter didnt allow me to have overweight of 300 grams. Ridiculous. 
At some areas of the plan the air conditioning doesn't work well ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63," Points positifs : Nothing was outstanding, I do like the hard candy treats they hand out prior to flight.Points négatifs : It was such a nightmare at the gate. We were standing in line and then were shoved aside by other passengers and the attendants did nothing to help keep order when boarding. Also we had paid to upgrade our seats to extra leg room and they had given our seats away to a handicap person. ",-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
64, Points positifs : The flight wasnt completely full so we were able to spread out a little bit and be more comfortablePoints négatifs : The entertainment ,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
65," Points positifs : Not much! Boarding was a nightmare, nobody knew which was the gate and actually they never put it up on the depatscreen. I felt like cattle!Points négatifs : Get organized! Let the passengers know the gate, board by zones instead of a cattle call 45min. before boarding and having to endure the pushing and shoving during this time. Getting in an airplane where people are trying to find a place for their belongings, not finding any and clogging the way.  ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
66," Points positifs : Everyone was super nice, just a bad system.Points négatifs : My ticket included a bag, but they charged me for it again at the airport. I sent in supporting docs to the feed back section on the website requesting a refund for the extra I have paid ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
67, Points positifs : Aegean Airlines improved a lot for the past six months. Food is much better and so is the attitude of certain number of crew.Points négatifs : Boarding to international destinations still done with remote stands even under torrential rain. ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68, Points positifs : Everything was perfect ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
69, Points positifs : It was a short flight. 1 hour. Everything went good. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
70, Give your review a headlinePoints positifs : This leg of the flight we were pleased with after buying another ticket to Athens. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
71, Points négatifs : Baggage was delayed!  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
72," Standards and behaviours have deteriorated at AegeanPoints négatifs : Legroom is extremely tight

Boarding processes, including weighing of hand luggage are chaotic and feel like they are designed to catch people out.  ",-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73, Nice little hopPoints positifs : Roomy seats and good food ,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74, Points positifs : I read about Rhodes island from the inflight magazine and it was interesting. The check in staff was friendly and gave me some tips on booking too. Points négatifs : Smooth check in and people were orderly. Pleasant experience. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
75, Points positifs : The crew!Points négatifs : We were late ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
76, Points positifs : Flight crew and personnel at check in were excellent and professional. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77," Professional Points positifs : Great staff, easy boarding, clean and the entire crew was well trained and professional. Points négatifs : The seat backs are hard and there is very little knee room ",-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78," plane late - i am late for my meeting in copenhagen by five hours!Points négatifs : the connecting flight was missed because of a delay in the first flight. i got a different flight with a different airline (sas), they were not informed that i paid extra weight and window seat. i am very unhappy! not to mention that the whole purpuise of my trip is gone, because i a will arrive to copenhagen five hours late for the meeting i was supposed to hold with my fans! i will never fly with egean again! ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0
79, Nice and comfortable Points positifs : Seats and the leg roomPoints négatifs : Vegetarian food ,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80," Points positifs : I missed the flight. Because they closed the check in counter 1 full hour before the departure time. I was standing in a passport control line for 40 minutes before that. I reached the check in counter 55 minutes before departure time. It was closed. The ticket office had no sympathy, refused to issue me a boarding pass. My flight was paid for and confirmed. There was time to get through security and reach the gate by boarding time. All i needed was the boarding pass and they would not give it. I missed the flight i had paid for and of course you won't give me a refund It caused serious problems with my trip.
I'm totally disgusted and will never buy another ticket on this ariline. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
81, The seats were uncomfortable. I wasn’t accomodated for my meal preferePoints négatifs : I wasnt accomodated for my meal preference. The cabin was old and creaked alot. I was not informed by kayak of absence of luggage allowance ,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
82, Points positifs : The food was excellent and the cabin crew were friendlyPoints négatifs : Not enough water available as it was a very warm flight and I was quite dehydrated ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83," Points positifs : everybody was very friendly and professional, from the minute we checked in to the minute we arrived to Athens Points négatifs : Nothing, the experience was great.  ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84," Points négatifs : Terrible customer service. Rude and unhelpful. They refused to do a spelling change on my name and forced me to purchase a second ticket.
The flight was 25+ minutes late taking off due to lack of organization at passenger check-in. 
It really is a shame that Agean is pretty much the only option to Istanbul (IST) from Athens. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0
85," Points négatifs : Ii was not allowed for me to board because the Agean staff is not coached properly do understand what the documents needed to pass Russian border. My arguments that I do not need any visa was not even listened. They were too lazy even to call to Moscow to specify the rules. 6 hours later they bought for me ticket for Aeroflot to SVO with Aegean cash with their excuses, but I lost my plans including two meetings in Moscow anyway. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
86, Points positifs : Fast and easyPoints négatifs : It was too many bags on that airplane and no regulation it a help from the crew ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0
87," Points positifs : Comfortable airplane, organized crew and fast boarding operationPoints négatifs : I asked for a vegan meal when I ordered a ticket and did not get one. I needed to ask and explain myself and it was not so nice. At the end I got it, thanks to the attendant ",2.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88," Airport and ground crew are primitive, uncoparting , and hiding the naPoints positifs : Plan crew , pilots , services on plan and cleaning 
Points négatifs : Land crew , airport , and airline disorganized 
I wanted to complain about crew member ,
But she will not give her name or ID number,
And when I snap a picture she calls the police ,
Her bag was inside her shirt and she will not revile  ",0.0,0.0,2.0,2.0,2.0,2.0,2.0,-1.0,2.0,0.0,0.0,2.0,0.0,2.0,-1.0,0.0,0.0
89," Aegian FYWPoints positifs : Boarding was quick, the food was nice, all the attendants hadn’t big smiles on their faces, the pilot was experienced.  ",0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90, Points positifs : The space for the legs ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91," Great flight Points positifs : Professional, friendly, passionate, and caring crew. 
Amazing food. 
Smooth take off and landing. 
Quick and organized boarding. 
Points négatifs : Checking the luggage at Athens Airport.
Customs staff for tax refund also at Athens Airport.  ",0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92, Very small seats in economy. Points positifs : Flight was on time Points négatifs : Perhaps Greek is different from English but I felt the flight attendants ranged from being gentle in their response to being loud and scolding at least in what it soundes to me as a nonGreek speaking person.  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
93, Points positifs : Flight attendants very friendly. Got breakfast too. Points négatifs : Chaos in lines to get bus to plane. No organization at all. Just push & shove!! ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
94," Great airline to fly with!Points positifs : Consistently on time flights, friendly staff, and comfortable planes. Great value for money!Points négatifs : Nothing. ",2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
95," Chaos at the Gate!Points positifs : The flight attendant was welcoming at the door and the service was done efficiently.Points négatifs : The tv monitor at the airport never bother to inform the passengers which was the boarding gate. After asking other passengers we deducted the gate number. The boarding was like a cattle drive bordering on a stampede since Aegean Airlines didn’t bother to divide passengers by groups, so people rushed to be first in line. We waited standing with our carryons for over 45minutes. Nobody knew what was happening or when they will start boarding. Naturally, when we finally got on board people where blocking the aisle because Aegean didn’t bother to board from back to front as it is usually done. The flight attendants were sweet but their English was almost unintelligible. My brother works and I worked for major airlines and have never seen anything so disorganized and unprofessional. ",0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
96, LatePoints négatifs : It was late and missed connection. Had to buy a new tix form Aegean !!!!  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
97, Good value great servicePoints positifs : I purchased the go lite fare because I wanted to reserve the exit row and this was the least expensive option. Good food and nice crewPoints négatifs : Entertainment was music only no movies to download. Would have given more stars to Aegean  ,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98, Points négatifs : Wait time in line to get on plane  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
99," Points négatifs : Delays, poor communication, overall very poor service for a premium price. ",0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
100, Toooo right Points négatifs : The plane was so small I couldn’t fit my legs in the seating. Very uncomfortable for a 4 hour flight and with an hour delay it was five hours of being a sardine. I’m not an overweight person at all.  ,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
